3,1.5,1340,7912,1.5,0,0,3,1340,0,1955,2005,Shoreline,313000
5,2.5,3650,9050,2,0,4,5,3370,280,1921,0,Seattle,2384000
3,2,1930,11947,1,0,0,4,1930,0,1966,0,Kent,342000
3,2.25,2000,8030,1,0,0,4,1000,1000,1963,0,Bellevue,420000
4,2.5,1940,10500,1,0,0,4,1140,800,1976,1992,Redmond,550000
2,1,880,6380,1,0,0,3,880,0,1938,1994,Seattle,490000
2,2,1350,2560,1,0,0,3,1350,0,1976,0,Redmond,335000
4,2.5,2710,35868,2,0,0,3,2710,0,1989,0,Maple Valley,482000
3,2.5,2430,88426,1,0,0,4,1570,860,1985,0,North Bend,452500
4,2,1520,6200,1.5,0,0,3,1520,0,1945,2010,Seattle,640000
3,1.75,1710,7320,1,0,0,3,1710,0,1948,1994,Lake Forest Park,463000
4,2.5,2920,4000,1.5,0,0,5,1910,1010,1909,1988,Seattle,1400000
3,1.75,2330,14892,1,0,0,3,1970,360,1980,0,Sammamish,588500
3,1,1090,6435,1,0,0,4,1090,0,1955,2009,Seattle,365000
5,2.75,2910,9480,1.5,0,0,3,2910,0,1939,1969,Seattle,1200000
3,1.5,1200,9720,1,0,0,4,1200,0,1965,0,Kent,242500
3,1.5,1570,6700,1,0,0,4,1570,0,1956,0,Bellevue,419000
4,3,3110,7231,2,0,0,3,3110,0,1997,0,Auburn,367500
3,1.75,1370,5858,1,0,0,3,1370,0,1987,2000,Des Moines,257950
3,1.5,1180,10277,1,0,0,3,1180,0,1983,2009,North Bend,275000
3,1.75,2240,10578,2,0,0,5,1550,690,1923,0,Seattle,750000
4,1,1450,8800,1,0,0,4,1450,0,1954,1979,Bellevue,435000
3,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0,Seattle,626000
4,2.5,2730,12261,2,0,0,3,2730,0,1991,0,Bothell,612500
4,1.75,1600,6380,1,0,0,3,1130,470,1959,1989,Seattle,495000
3,2.5,2090,10834,1,0,0,4,1360,730,1987,0,Federal Way,285000
3,1.75,2360,7291,1,0,0,4,1360,1000,1948,0,Seattle,615000
4,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,Kirkland,698000
5,2.5,2820,67518,2,0,0,3,2820,0,1979,2014,Issaquah,675000
3,2.5,2600,4750,1,0,0,4,1700,900,1951,1999,Seattle,790000
4,1.75,1560,8700,1,0,0,4,1560,0,1967,0,Kirkland,382500
4,2.5,2860,3345,2,0,0,3,2190,670,2004,2003,Woodinville,499950
4,2,1820,5000,1.5,0,1,3,1640,180,1945,2010,Seattle,650000
4,2.5,2820,8408,2,0,0,3,2820,0,2014,0,Shoreline,625000
4,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,2014,Auburn,400000
3,2.5,3240,33151,2,0,2,3,3240,0,1995,0,Federal Way,604000
2,1,800,4850,1,0,0,4,800,0,1944,0,Seattle,440000
3,3,1850,19966,1,0,0,4,1090,760,1992,0,Maple Valley,287200
3,2,1960,13100,1,0,2,5,1650,310,1957,0,Normandy Park,403000
3,2.5,2390,6550,1,0,2,4,1440,950,1955,2009,Seattle,750000
3,2.25,1580,16215,1,0,0,4,1580,0,1978,2000,Fall City,335000
4,2,1480,8625,1,0,0,4,1480,0,1974,0,Renton,260000
2,1,850,6174,1,0,0,4,850,0,1950,1983,Shoreline,308500
3,2.5,1770,2875,2,0,0,3,1770,0,1990,2009,Seattle,439950
2,1,1210,9400,1,0,0,2,1210,0,1949,0,Seattle,235000
3,1,1160,9180,1,0,0,3,1160,0,1968,1997,Woodinville,315000
3,2.25,1970,35100,2,0,0,4,1970,0,1977,0,Issaquah,437500
3,2.5,1930,10460,2,0,0,3,1930,0,1996,0,Renton,407500
3,2.5,1270,1180,3,0,0,3,1270,0,2001,0,Seattle,445700
4,2.5,3310,42998,2,0,0,3,3310,0,2001,0,Redmond,838000
4,2.75,2710,37277,2,0,0,3,2710,0,2000,0,Issaquah,630000
3,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,Sammamish,550000
3,2,2710,4500,1.5,0,0,4,1880,830,1929,0,Seattle,805000
3,1.75,1800,23103,1,0,0,3,1800,0,1968,1997,Carnation,284000
5,2.5,2210,9655,1,0,0,3,1460,750,1976,0,Bothell,470000
4,1.5,1920,10000,1,0,0,4,1070,850,1954,1979,Bellevue,430000
4,1.75,2190,125452,1,0,2,3,2190,0,1968,1997,Auburn,491500
5,3.25,3660,11995,2,0,2,3,3660,0,2006,0,Snoqualmie,785000
3,3.25,1320,1327,2,0,0,3,1040,280,2008,0,Seattle,385000
2,2.5,1630,1368,2,0,0,3,1280,350,2009,0,Seattle,295000
4,2.5,3310,6500,2,0,0,3,3310,0,2012,1912,Snoqualmie,555000
3,2.5,2680,5539,2,0,0,3,2680,0,2013,1923,North Bend,459990
4,3.25,2730,54014,1,0,0,3,1560,1170,2007,0,Renton,625000
3,2.5,2540,5050,2,0,0,3,2540,0,2006,0,Kent,300000
4,2.75,2920,6605,2,0,0,3,2920,0,2012,1912,Renton,625000
2,1,900,5000,1,0,0,3,900,0,1944,0,Seattle,553000
3,2.5,1650,14054,1,0,0,4,1130,520,1986,0,Issaquah,379880
3,1,1010,9945,1,0,0,4,1010,0,1973,0,Snoqualmie,310000
2,2.5,2680,7392,1,0,0,3,2680,0,2004,2003,Redmond,775000
3,2.5,2200,7350,1,0,0,5,1570,630,1988,0,Renton,365000
4,2.5,2530,9933,2,0,2,3,2010,520,1990,2009,Auburn,331950
3,2.5,2850,7130,2,0,0,3,1990,860,1980,0,Seattle,783500
4,2,2280,6010,1,0,0,3,1140,1140,1900,2005,Seattle,628000
3,2.5,1900,8744,2,0,0,3,1900,0,1987,2000,Sammamish,560000
3,1,1330,77972,1,0,0,3,1330,0,1928,1954,Kirkland,900000
2,3,1270,1175,2,0,0,3,1110,160,2000,0,Seattle,531000
4,3,2170,4000,2,0,0,4,1610,560,1982,2011,Seattle,831000
4,2.5,2730,10281,2,0,2,3,2730,0,1996,0,Sammamish,780000
4,2.5,2120,10202,1,0,0,4,1620,500,1960,2001,Bellevue,755000
3,2.5,2490,4343,2,0,0,3,2490,0,2003,0,Issaquah,705380
4,2.25,1990,7712,1,0,0,3,1210,780,1973,2013,Issaquah,627000
4,3,3690,9892,2,0,0,3,3690,0,1998,2006,Sammamish,865000
2,1,2540,7000,1,0,0,5,1320,1220,1942,0,Seattle,580000
3,2.25,1800,36704,1,0,0,4,1360,440,1978,2000,Issaquah,410000
4,3,2340,7048,1,0,0,4,1340,1000,1979,0,Kirkland,485000
2,1.75,2110,9519,1,0,0,2,2110,0,1948,0,Shoreline,400000
2,1,1140,5400,1,0,0,5,1140,0,1908,0,Seattle,549000
3,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,Kirkland,620000
2,3,1410,1240,2,0,0,3,1140,270,2006,0,Seattle,405000
2,1,1200,8063,1,0,0,4,1200,0,1958,1972,Des Moines,232000
5,2.5,3180,13806,2,0,0,4,3180,0,1990,0,Kirkland,800866
3,1.5,2160,9000,1,0,2,4,1400,760,1949,1985,Seattle,650000
6,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,Seattle,823000
3,2,2350,5700,1.5,0,0,4,1810,540,1939,1989,Seattle,770000
3,1.75,1560,5520,1,0,0,4,780,780,1944,0,Seattle,524000
5,2.75,2740,8426,1,0,0,4,1370,1370,1960,2001,Bellevue,541125
3,2.5,1680,2000,3,0,0,3,1680,0,1909,1998,Seattle,670000
5,2.5,3090,12750,1,0,0,3,1750,1340,1968,1997,Federal Way,384900
3,2.25,1410,1332,3,0,0,3,1410,0,2005,0,Seattle,406100
5,3.5,4010,8510,2,0,1,5,2850,1160,1971,0,Seattle,1395000
4,2.5,3180,21904,2,0,3,3,3180,0,2000,0,Renton,736500
3,2.25,2010,6000,1,0,0,3,1330,680,1975,0,Redmond,570000
3,1.75,1330,7500,1,0,0,3,1330,0,1961,2004,Bellevue,787000
4,2.5,2370,6500,2,0,0,3,2370,0,1998,2006,Auburn,328000
5,2,1840,9240,1,0,0,4,1540,300,1942,1958,Seattle,435000
4,2.5,2910,6479,2,0,0,3,2910,0,2006,0,Snoqualmie,499000
4,1,2070,7519,1,0,0,3,1160,910,1963,2008,Bellevue,501000
4,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,Redmond,1090000
2,1,840,5510,1,0,0,3,840,0,1955,2005,Seattle,400000
4,1.5,1240,9600,1,0,0,3,1240,0,1971,0,Federal Way,220000
4,1,1390,4240,1,0,0,3,1050,340,1924,2011,Seattle,657100
4,2.75,2310,5000,2,0,0,3,2310,0,2006,0,Maple Valley,309950
3,2,1050,10072,1,0,0,3,1050,0,1986,0,Duvall,300000
5,1.75,2550,71874,1,0,0,5,1810,740,1960,0,Issaquah,525888
4,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,Seattle,740000
5,1,1120,9022,1.5,0,0,4,1120,0,1962,0,Kirkland,340000
3,2.5,2230,4000,2,0,0,3,2230,0,1954,2005,Seattle,398750
2,1,810,7158,1,0,0,5,810,0,1944,0,Burien,206000
5,2.75,3190,16920,1,0,3,3,1690,1500,1976,0,Bellevue,1030000
3,1.75,1670,39639,1,0,0,4,1670,0,1976,1992,Sammamish,600000
4,1.75,1970,9389,1,0,0,5,1140,830,1960,0,Shoreline,379950
3,1,1450,6000,1,0,0,4,1450,0,1953,1983,Seattle,287000
7,8,13540,307752,3,0,4,3,9410,4130,1999,0,Redmond,2280000
3,2.5,1880,7838,2,0,0,3,1880,0,1994,0,Renton,309950
3,1.75,1880,6360,1,0,0,4,1040,840,1945,0,Seattle,600000
3,2,1410,6030,1.5,0,0,4,1410,0,1930,0,Seattle,418000
4,2,1480,3844,1.5,0,0,5,1480,0,1928,1970,Seattle,449250
2,1,1140,5250,1.5,0,0,4,1140,0,1949,1985,Seattle,329950
3,1.75,1920,9306,1,0,0,3,1000,920,1984,0,Auburn,245000
4,2.5,2910,6338,2,0,0,3,2910,0,2008,0,Renton,549000
3,2.5,3240,7857,2,0,0,3,3240,0,1994,0,Sammamish,800000
3,2,1550,15040,1,0,0,4,1550,0,1958,1972,Renton,249950
5,2,2050,10200,1,0,0,3,1430,620,1956,2001,Des Moines,210000
